index,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
30132,1805-09-01,27.104,1.937,Bombay,India,18.48N,72.68E
30133,1805-10-01,26.465,2.059,Bombay,India,18.48N,72.68E
30134,1805-11-01,26.88,2.874,Bombay,India,18.48N,72.68E
30135,1805-12-01,26.477,1.3730000000000002,Bombay,India,18.48N,72.68E
30136,1806-01-01,24.361,1.79,Bombay,India,18.48N,72.68E
30137,1806-02-01,23.696,2.3480000000000003,Bombay,India,18.48N,72.68E
30138,1806-03-01,25.034,1.827,Bombay,India,18.48N,72.68E
30139,1806-04-01,27.26,2.716,Bombay,India,18.48N,72.68E
30140,1806-05-01,28.957,1.676,Bombay,India,18.48N,72.68E
30141,1806-06-01,27.426,1.686,Bombay,India,18.48N,72.68E
30142,1806-07-01,27.155,1.465,Bombay,India,18.48N,72.68E
30143,1806-08-01,27.3,1.629,Bombay,India,18.48N,72.68E
30144,1806-09-01,28.089,1.889,Bombay,India,18.48N,72.68E
30145,1806-10-01,27.395,1.404,Bombay,India,18.48N,72.68E
30146,1806-11-01,27.364,1.936,Bombay,India,18.48N,72.68E
30147,1806-12-01,26.031,2.028,Bombay,India,18.48N,72.68E
30148,1807-01-01,23.365,2.338,Bombay,India,18.48N,72.68E
30149,1807-02-01,23.375,3.032,Bombay,India,18.48N,72.68E
30150,1807-03-01,,,Bombay,India,18.48N,72.68E
30151,1807-04-01,,,Bombay,India,18.48N,72.68E
30152,1807-05-01,26.894,1.599,Bombay,India,18.48N,72.68E
30153,1807-06-01,29.009,1.494,Bombay,India,18.48N,72.68E
30154,1807-07-01,27.866,2.072,Bombay,India,18.48N,72.68E
30155,1807-08-01,26.897,1.803,Bombay,India,18.48N,72.68E
30156,1807-09-01,27.613000000000003,1.587,Bombay,India,18.48N,72.68E
30157,1807-10-01,27.121,1.278,Bombay,India,18.48N,72.68E
30158,1807-11-01,27.173,2.141,Bombay,India,18.48N,72.68E
30159,1807-12-01,26.686,1.642,Bombay,India,18.48N,72.68E
30160,1808-01-01,,,Bombay,India,18.48N,72.68E
30161,1808-02-01,,,Bombay,India,18.48N,72.68E
30162,1808-03-01,,,Bombay,India,18.48N,72.68E
30163,1808-04-01,,,Bombay,India,18.48N,72.68E
30164,1808-05-01,,,Bombay,India,18.48N,72.68E
30165,1808-06-01,,,Bombay,India,18.48N,72.68E
30166,1808-07-01,,,Bombay,India,18.48N,72.68E
30167,1808-08-01,,,Bombay,India,18.48N,72.68E
30168,1808-09-01,,,Bombay,India,18.48N,72.68E
30169,1808-10-01,,,Bombay,India,18.48N,72.68E
30170,1808-11-01,,,Bombay,India,18.48N,72.68E
30171,1808-12-01,,,Bombay,India,18.48N,72.68E
30172,1809-01-01,,,Bombay,India,18.48N,72.68E
30173,1809-02-01,,,Bombay,India,18.48N,72.68E
30174,1809-03-01,,,Bombay,India,18.48N,72.68E
30175,1809-04-01,,,Bombay,India,18.48N,72.68E
30176,1809-05-01,,,Bombay,India,18.48N,72.68E
30177,1809-06-01,,,Bombay,India,18.48N,72.68E
30178,1809-07-01,,,Bombay,India,18.48N,72.68E
30179,1809-08-01,,,Bombay,India,18.48N,72.68E
30180,1809-09-01,,,Bombay,India,18.48N,72.68E
30181,1809-10-01,,,Bombay,India,18.48N,72.68E
30182,1809-11-01,,,Bombay,India,18.48N,72.68E
30183,1809-12-01,,,Bombay,India,18.48N,72.68E
30184,1810-01-01,,,Bombay,India,18.48N,72.68E
30185,1810-02-01,,,Bombay,India,18.48N,72.68E
30186,1810-03-01,,,Bombay,India,18.48N,72.68E
30187,1810-04-01,,,Bombay,India,18.48N,72.68E
30188,1810-05-01,,,Bombay,India,18.48N,72.68E
30189,1810-06-01,,,Bombay,India,18.48N,72.68E
30190,1810-07-01,,,Bombay,India,18.48N,72.68E
30191,1810-08-01,,,Bombay,India,18.48N,72.68E
30192,1810-09-01,,,Bombay,India,18.48N,72.68E
30193,1810-10-01,,,Bombay,India,18.48N,72.68E
30194,1810-11-01,,,Bombay,India,18.48N,72.68E
30195,1810-12-01,,,Bombay,India,18.48N,72.68E
30196,1811-01-01,,,Bombay,India,18.48N,72.68E
30197,1811-02-01,,,Bombay,India,18.48N,72.68E
30198,1811-03-01,,,Bombay,India,18.48N,72.68E
30199,1811-04-01,,,Bombay,India,18.48N,72.68E
30200,1811-05-01,,,Bombay,India,18.48N,72.68E
30201,1811-06-01,,,Bombay,India,18.48N,72.68E
30202,1811-07-01,,,Bombay,India,18.48N,72.68E
30203,1811-08-01,,,Bombay,India,18.48N,72.68E
30204,1811-09-01,,,Bombay,India,18.48N,72.68E
30205,1811-10-01,,,Bombay,India,18.48N,72.68E
30206,1811-11-01,,,Bombay,India,18.48N,72.68E
30207,1811-12-01,,,Bombay,India,18.48N,72.68E
30208,1812-01-01,,,Bombay,India,18.48N,72.68E
30209,1812-02-01,,,Bombay,India,18.48N,72.68E
30210,1812-03-01,,,Bombay,India,18.48N,72.68E
30211,1812-04-01,,,Bombay,India,18.48N,72.68E
30212,1812-05-01,,,Bombay,India,18.48N,72.68E
30213,1812-06-01,,,Bombay,India,18.48N,72.68E
30214,1812-07-01,,,Bombay,India,18.48N,72.68E
30215,1812-08-01,,,Bombay,India,18.48N,72.68E
30216,1812-09-01,,,Bombay,India,18.48N,72.68E
30217,1812-10-01,,,Bombay,India,18.48N,72.68E
30218,1812-11-01,,,Bombay,India,18.48N,72.68E
30219,1812-12-01,,,Bombay,India,18.48N,72.68E
30220,1813-01-01,22.003,3.062,Bombay,India,18.48N,72.68E
30221,1813-02-01,23.342,1.43,Bombay,India,18.48N,72.68E
30222,1813-03-01,23.615,5.549,Bombay,India,18.48N,72.68E
30223,1813-04-01,27.842,1.389,Bombay,India,18.48N,72.68E
30224,1813-05-01,29.546000000000006,4.792,Bombay,India,18.48N,72.68E
30225,1813-06-01,27.665000000000006,2.322,Bombay,India,18.48N,72.68E
30226,1813-07-01,26.952,1.717,Bombay,India,18.48N,72.68E
30227,1813-08-01,25.711,1.17,Bombay,India,18.48N,72.68E
30228,1813-09-01,26.856,1.7919999999999998,Bombay,India,18.48N,72.68E
30229,1813-10-01,26.775,1.33,Bombay,India,18.48N,72.68E
30230,1813-11-01,27.744,1.729,Bombay,India,18.48N,72.68E
30231,1813-12-01,24.185,1.767,Bombay,India,18.48N,72.68E
30232,1814-01-01,22.785,3.014,Bombay,India,18.48N,72.68E
30233,1814-02-01,23.301,1.256,Bombay,India,18.48N,72.68E
30234,1814-03-01,24.277,1.885,Bombay,India,18.48N,72.68E
30235,1814-04-01,26.493,1.452,Bombay,India,18.48N,72.68E
30236,1814-05-01,,,Bombay,India,18.48N,72.68E
30237,1814-06-01,28.363000000000003,1.729,Bombay,India,18.48N,72.68E
30238,1814-07-01,25.805,2.853,Bombay,India,18.48N,72.68E
30239,1814-08-01,25.789,1.473,Bombay,India,18.48N,72.68E
30240,1814-09-01,25.757,1.275,Bombay,India,18.48N,72.68E
30241,1814-10-01,26.119,3.247,Bombay,India,18.48N,72.68E
30242,1814-11-01,27.706,4.578,Bombay,India,18.48N,72.68E
30243,1814-12-01,26.784,5.039,Bombay,India,18.48N,72.68E
30244,1815-01-01,23.144,2.456,Bombay,India,18.48N,72.68E
30245,1815-02-01,23.891,4.673,Bombay,India,18.48N,72.68E
30246,1815-03-01,24.263,3.129,Bombay,India,18.48N,72.68E
30247,1815-04-01,27.431,3.052,Bombay,India,18.48N,72.68E
30248,1815-05-01,28.397,3.295,Bombay,India,18.48N,72.68E
30249,1815-06-01,25.891,1.604,Bombay,India,18.48N,72.68E
30250,1815-07-01,26.283,2.77,Bombay,India,18.48N,72.68E
30251,1815-08-01,26.012,1.59,Bombay,India,18.48N,72.68E
30252,1815-09-01,26.339,1.2990000000000002,Bombay,India,18.48N,72.68E
30253,1815-10-01,25.608,2.756,Bombay,India,18.48N,72.68E
30254,1815-11-01,25.668000000000003,2.152,Bombay,India,18.48N,72.68E
30255,1815-12-01,23.794,2.056,Bombay,India,18.48N,72.68E
30256,1816-01-01,23.55,4.408,Bombay,India,18.48N,72.68E
30257,1816-02-01,21.01,2.0380000000000003,Bombay,India,18.48N,72.68E
30258,1816-03-01,24.001,1.899,Bombay,India,18.48N,72.68E
30259,1816-04-01,26.163,3.564,Bombay,India,18.48N,72.68E
30260,1816-05-01,28.471,1.925,Bombay,India,18.48N,72.68E
30261,1816-06-01,27.349,1.91,Bombay,India,18.48N,72.68E
30262,1816-07-01,25.088,1.751,Bombay,India,18.48N,72.68E
30263,1816-08-01,25.195,1.149,Bombay,India,18.48N,72.68E
30264,1816-09-01,25.243,1.178,Bombay,India,18.48N,72.68E
30265,1816-10-01,24.881,5.092,Bombay,India,18.48N,72.68E
30266,1816-11-01,26.04,5.807,Bombay,India,18.48N,72.68E
30267,1816-12-01,24.26,1.767,Bombay,India,18.48N,72.68E
30268,1817-01-01,23.094,4.185,Bombay,India,18.48N,72.68E
30269,1817-02-01,23.845,2.668,Bombay,India,18.48N,72.68E
30270,1817-03-01,24.899,1.98,Bombay,India,18.48N,72.68E
30271,1817-04-01,26.781,1.905,Bombay,India,18.48N,72.68E
30272,1817-05-01,27.455,2.172,Bombay,India,18.48N,72.68E
30273,1817-06-01,26.575000000000006,1.71,Bombay,India,18.48N,72.68E
30274,1817-07-01,25.729,1.751,Bombay,India,18.48N,72.68E
30275,1817-08-01,26.248,1.7009999999999998,Bombay,India,18.48N,72.68E
30276,1817-09-01,24.385,2.291,Bombay,India,18.48N,72.68E
30277,1817-10-01,25.272,2.549,Bombay,India,18.48N,72.68E
30278,1817-11-01,26.026,2.261,Bombay,India,18.48N,72.68E
30279,1817-12-01,23.876,2.992,Bombay,India,18.48N,72.68E
30280,1818-01-01,23.447000000000006,3.065,Bombay,India,18.48N,72.68E
30281,1818-02-01,22.755,2.157,Bombay,India,18.48N,72.68E
30282,1818-03-01,25.419,1.902,Bombay,India,18.48N,72.68E
30283,1818-04-01,28.035,4.713,Bombay,India,18.48N,72.68E
30284,1818-05-01,29.263,2.714,Bombay,India,18.48N,72.68E
30285,1818-06-01,28.62,3.571,Bombay,India,18.48N,72.68E
30286,1818-07-01,25.402,2.974,Bombay,India,18.48N,72.68E
30287,1818-08-01,24.999,2.144,Bombay,India,18.48N,72.68E
30288,1818-09-01,25.606,1.971,Bombay,India,18.48N,72.68E
30289,1818-10-01,25.516,2.026,Bombay,India,18.48N,72.68E
30290,1818-11-01,26.404,4.507,Bombay,India,18.48N,72.68E
30291,1818-12-01,24.73,1.739,Bombay,India,18.48N,72.68E
30292,1819-01-01,21.977,2.438,Bombay,India,18.48N,72.68E
30293,1819-02-01,22.49,2.942,Bombay,India,18.48N,72.68E
30294,1819-03-01,23.7,5.485,Bombay,India,18.48N,72.68E
30295,1819-04-01,26.14,1.5319999999999998,Bombay,India,18.48N,72.68E
30296,1819-05-01,27.809,1.132,Bombay,India,18.48N,72.68E
30297,1819-06-01,27.827,1.821,Bombay,India,18.48N,72.68E
30298,1819-07-01,26.03,1.211,Bombay,India,18.48N,72.68E
30299,1819-08-01,25.808000000000003,1.768,Bombay,India,18.48N,72.68E
30300,1819-09-01,25.928,1.016,Bombay,India,18.48N,72.68E
30301,1819-10-01,27.071,1.763,Bombay,India,18.48N,72.68E
30302,1819-11-01,26.985,1.509,Bombay,India,18.48N,72.68E
30303,1819-12-01,24.625,1.596,Bombay,India,18.48N,72.68E
30304,1820-01-01,22.249,4.312,Bombay,India,18.48N,72.68E
30305,1820-02-01,22.773000000000003,1.648,Bombay,India,18.48N,72.68E
30306,1820-03-01,24.601,1.686,Bombay,India,18.48N,72.68E
30307,1820-04-01,27.778,1.211,Bombay,India,18.48N,72.68E
30308,1820-05-01,28.03,1.584,Bombay,India,18.48N,72.68E
30309,1820-06-01,27.681,1.4580000000000002,Bombay,India,18.48N,72.68E
30310,1820-07-01,26.069000000000003,2.25,Bombay,India,18.48N,72.68E
30311,1820-08-01,25.177,2.305,Bombay,India,18.48N,72.68E
30312,1820-09-01,26.111,1.719,Bombay,India,18.48N,72.68E
30313,1820-10-01,26.426,1.394,Bombay,India,18.48N,72.68E
30314,1820-11-01,26.456,1.675,Bombay,India,18.48N,72.68E
30315,1820-12-01,24.519,2.27,Bombay,India,18.48N,72.68E
30316,1821-01-01,24.767,2.685,Bombay,India,18.48N,72.68E
30317,1821-02-01,24.588,3.343,Bombay,India,18.48N,72.68E
30318,1821-03-01,26.001,1.872,Bombay,India,18.48N,72.68E
30319,1821-04-01,26.102,1.749,Bombay,India,18.48N,72.68E
30320,1821-05-01,28.62,1.628,Bombay,India,18.48N,72.68E
30321,1821-06-01,27.652,2.464,Bombay,India,18.48N,72.68E
30322,1821-07-01,26.136,1.731,Bombay,India,18.48N,72.68E
30323,1821-08-01,26.195,1.612,Bombay,India,18.48N,72.68E
30324,1821-09-01,25.422,1.345,Bombay,India,18.48N,72.68E
30325,1821-10-01,26.717,1.248,Bombay,India,18.48N,72.68E
30326,1821-11-01,27.224,2.317,Bombay,India,18.48N,72.68E
30327,1821-12-01,25.292,1.595,Bombay,India,18.48N,72.68E
30328,1822-01-01,24.45,2.883,Bombay,India,18.48N,72.68E
30329,1822-02-01,25.188,2.152,Bombay,India,18.48N,72.68E
30330,1822-03-01,27.393,1.902,Bombay,India,18.48N,72.68E
30331,1822-04-01,27.102,1.415,Bombay,India,18.48N,72.68E
30332,1822-05-01,28.405,1.391,Bombay,India,18.48N,72.68E
30333,1822-06-01,27.762,1.503,Bombay,India,18.48N,72.68E
30334,1822-07-01,26.726,1.145,Bombay,India,18.48N,72.68E
30335,1822-08-01,25.494,2.072,Bombay,India,18.48N,72.68E
30336,1822-09-01,25.638,1.604,Bombay,India,18.48N,72.68E
30337,1822-10-01,26.085,1.255,Bombay,India,18.48N,72.68E
30338,1822-11-01,26.201,1.727,Bombay,India,18.48N,72.68E
30339,1822-12-01,24.382,2.411,Bombay,India,18.48N,72.68E
30340,1823-01-01,24.089,1.655,Bombay,India,18.48N,72.68E
30341,1823-02-01,23.792,2.4090000000000003,Bombay,India,18.48N,72.68E
30342,1823-03-01,25.457,1.6469999999999998,Bombay,India,18.48N,72.68E
30343,1823-04-01,27.294,2.346,Bombay,India,18.48N,72.68E
30344,1823-05-01,28.44100000000001,1.4280000000000002,Bombay,India,18.48N,72.68E
30345,1823-06-01,28.883000000000006,2.053,Bombay,India,18.48N,72.68E
30346,1823-07-01,27.093000000000004,1.356,Bombay,India,18.48N,72.68E
30347,1823-08-01,25.788,1.325,Bombay,India,18.48N,72.68E
30348,1823-09-01,25.125,1.245,Bombay,India,18.48N,72.68E
30349,1823-10-01,26.667,1.749,Bombay,India,18.48N,72.68E
30350,1823-11-01,26.363000000000003,3.053,Bombay,India,18.48N,72.68E
30351,1823-12-01,25.675,2.047,Bombay,India,18.48N,72.68E
30352,1824-01-01,24.674,1.446,Bombay,India,18.48N,72.68E
30353,1824-02-01,24.117,2.515,Bombay,India,18.48N,72.68E
30354,1824-03-01,25.795,1.651,Bombay,India,18.48N,72.68E
30355,1824-04-01,27.484,2.115,Bombay,India,18.48N,72.68E
30356,1824-05-01,28.573,1.459,Bombay,India,18.48N,72.68E
30357,1824-06-01,28.777,2.642,Bombay,India,18.48N,72.68E
30358,1824-07-01,28.243,3.127,Bombay,India,18.48N,72.68E
30359,1824-08-01,26.421,1.638,Bombay,India,18.48N,72.68E
30360,1824-09-01,27.031,1.625,Bombay,India,18.48N,72.68E
30361,1824-10-01,26.27,1.662,Bombay,India,18.48N,72.68E
30362,1824-11-01,27.342,1.75,Bombay,India,18.48N,72.68E
30363,1824-12-01,27.045,2.69,Bombay,India,18.48N,72.68E
30364,1825-01-01,24.677,2.515,Bombay,India,18.48N,72.68E
30365,1825-02-01,24.316,1.645,Bombay,India,18.48N,72.68E
30366,1825-03-01,25.633000000000003,2.112,Bombay,India,18.48N,72.68E
30367,1825-04-01,27.835,2.289,Bombay,India,18.48N,72.68E
30368,1825-05-01,28.57,1.3090000000000002,Bombay,India,18.48N,72.68E
30369,1825-06-01,28.559,1.238,Bombay,India,18.48N,72.68E
30370,1825-07-01,26.994,2.13,Bombay,India,18.48N,72.68E
30371,1825-08-01,25.729,1.977,Bombay,India,18.48N,72.68E
30372,1825-09-01,26.073,1.594,Bombay,India,18.48N,72.68E
30373,1825-10-01,26.777,1.7519999999999998,Bombay,India,18.48N,72.68E
30374,1825-11-01,27.821,1.812,Bombay,India,18.48N,72.68E
30375,1825-12-01,25.422,1.4409999999999998,Bombay,India,18.48N,72.68E
30376,1826-01-01,24.431,1.491,Bombay,India,18.48N,72.68E
30377,1826-02-01,23.194000000000003,2.116,Bombay,India,18.48N,72.68E
30378,1826-03-01,25.828000000000003,1.675,Bombay,India,18.48N,72.68E
30379,1826-04-01,27.794,2.465,Bombay,India,18.48N,72.68E
30380,1826-05-01,29.495,1.369,Bombay,India,18.48N,72.68E
30381,1826-06-01,27.693,2.323,Bombay,India,18.48N,72.68E
30382,1826-07-01,27.27,1.271,Bombay,India,18.48N,72.68E
30383,1826-08-01,25.575,1.294,Bombay,India,18.48N,72.68E
30384,1826-09-01,26.16,1.913,Bombay,India,18.48N,72.68E
30385,1826-10-01,27.247,2.18,Bombay,India,18.48N,72.68E
30386,1826-11-01,27.845,1.388,Bombay,India,18.48N,72.68E
30387,1826-12-01,26.911,2.418,Bombay,India,18.48N,72.68E
30388,1827-01-01,25.095,2.757,Bombay,India,18.48N,72.68E
30389,1827-02-01,24.45,1.602,Bombay,India,18.48N,72.68E
30390,1827-03-01,26.132,2.137,Bombay,India,18.48N,72.68E
30391,1827-04-01,28.053,2.958,Bombay,India,18.48N,72.68E
30392,1827-05-01,28.458,2.4730000000000003,Bombay,India,18.48N,72.68E
30393,1827-06-01,28.339,2.08,Bombay,India,18.48N,72.68E
30394,1827-07-01,27.382,1.366,Bombay,India,18.48N,72.68E
30395,1827-08-01,26.127,1.357,Bombay,India,18.48N,72.68E
30396,1827-09-01,25.847,1.167,Bombay,India,18.48N,72.68E
30397,1827-10-01,26.823,1.33,Bombay,India,18.48N,72.68E
30398,1827-11-01,27.807,1.399,Bombay,India,18.48N,72.68E
30399,1827-12-01,25.421,3.257,Bombay,India,18.48N,72.68E
30400,1828-01-01,23.608,3.069,Bombay,India,18.48N,72.68E
30401,1828-02-01,23.6,2.318,Bombay,India,18.48N,72.68E
30402,1828-03-01,25.657,2.185,Bombay,India,18.48N,72.68E
30403,1828-04-01,27.116,2.082,Bombay,India,18.48N,72.68E
30404,1828-05-01,28.531,2.261,Bombay,India,18.48N,72.68E
30405,1828-06-01,29.081000000000003,2.108,Bombay,India,18.48N,72.68E
30406,1828-07-01,27.257,1.421,Bombay,India,18.48N,72.68E
30407,1828-08-01,26.13,1.6740000000000002,Bombay,India,18.48N,72.68E
30408,1828-09-01,25.086,1.155,Bombay,India,18.48N,72.68E
30409,1828-10-01,26.956,1.5630000000000002,Bombay,India,18.48N,72.68E
30410,1828-11-01,27.69,1.66,Bombay,India,18.48N,72.68E
30411,1828-12-01,25.827,2.318,Bombay,India,18.48N,72.68E
30412,1829-01-01,24.141,1.686,Bombay,India,18.48N,72.68E
30413,1829-02-01,22.953000000000003,2.597,Bombay,India,18.48N,72.68E
30414,1829-03-01,25.365,1.608,Bombay,India,18.48N,72.68E
30415,1829-04-01,26.972,1.45,Bombay,India,18.48N,72.68E
30416,1829-05-01,28.774,2.942,Bombay,India,18.48N,72.68E
30417,1829-06-01,28.213,2.091,Bombay,India,18.48N,72.68E
30418,1829-07-01,26.782,1.5730000000000002,Bombay,India,18.48N,72.68E
30419,1829-08-01,25.99,1.44,Bombay,India,18.48N,72.68E
30420,1829-09-01,25.815,1.499,Bombay,India,18.48N,72.68E
30421,1829-10-01,27.356,1.877,Bombay,India,18.48N,72.68E
30422,1829-11-01,26.722,2.62,Bombay,India,18.48N,72.68E
30423,1829-12-01,25.348000000000003,3.829,Bombay,India,18.48N,72.68E
30424,1830-01-01,24.314,2.579,Bombay,India,18.48N,72.68E
30425,1830-02-01,24.374,1.935,Bombay,India,18.48N,72.68E
30426,1830-03-01,25.148000000000003,1.619,Bombay,India,18.48N,72.68E
30427,1830-04-01,27.374,1.656,Bombay,India,18.48N,72.68E
30428,1830-05-01,26.78700000000001,2.116,Bombay,India,18.48N,72.68E
30429,1830-06-01,28.047,2.387,Bombay,India,18.48N,72.68E
30430,1830-07-01,27.411,1.783,Bombay,India,18.48N,72.68E
30431,1830-08-01,25.838,1.773,Bombay,India,18.48N,72.68E
30432,1830-09-01,25.764,1.897,Bombay,India,18.48N,72.68E
30433,1830-10-01,26.828000000000003,2.613,Bombay,India,18.48N,72.68E
30434,1830-11-01,28.259,2.172,Bombay,India,18.48N,72.68E
30435,1830-12-01,26.399,2.12,Bombay,India,18.48N,72.68E
30436,1831-01-01,23.862,2.219,Bombay,India,18.48N,72.68E
30437,1831-02-01,23.982,4.012,Bombay,India,18.48N,72.68E
30438,1831-03-01,25.704,3.169,Bombay,India,18.48N,72.68E
30439,1831-04-01,26.638,1.317,Bombay,India,18.48N,72.68E
30440,1831-05-01,29.042,2.553,Bombay,India,18.48N,72.68E
30441,1831-06-01,28.664,2.175,Bombay,India,18.48N,72.68E
30442,1831-07-01,26.354,1.507,Bombay,India,18.48N,72.68E
30443,1831-08-01,25.367,1.459,Bombay,India,18.48N,72.68E
30444,1831-09-01,25.29,1.3969999999999998,Bombay,India,18.48N,72.68E
30445,1831-10-01,26.383000000000003,1.567,Bombay,India,18.48N,72.68E
30446,1831-11-01,26.153,4.256,Bombay,India,18.48N,72.68E
30447,1831-12-01,24.956,3.3510000000000004,Bombay,India,18.48N,72.68E
30448,1832-01-01,23.334,1.942,Bombay,India,18.48N,72.68E
30449,1832-02-01,22.923,2.1630000000000003,Bombay,India,18.48N,72.68E
30450,1832-03-01,25.645,1.978,Bombay,India,18.48N,72.68E
30451,1832-04-01,27.606,3.096,Bombay,India,18.48N,72.68E
30452,1832-05-01,29.149,2.569,Bombay,India,18.48N,72.68E
30453,1832-06-01,,,Bombay,India,18.48N,72.68E
30454,1832-07-01,27.295,2.235,Bombay,India,18.48N,72.68E
30455,1832-08-01,25.986,2.536,Bombay,India,18.48N,72.68E
30456,1832-09-01,25.389,1.93,Bombay,India,18.48N,72.68E
30457,1832-10-01,26.523000000000003,2.273,Bombay,India,18.48N,72.68E
30458,1832-11-01,26.301,1.41,Bombay,India,18.48N,72.68E
30459,1832-12-01,,,Bombay,India,18.48N,72.68E
30460,1833-01-01,24.198,2.697,Bombay,India,18.48N,72.68E
30461,1833-02-01,24.1,1.6269999999999998,Bombay,India,18.48N,72.68E
30462,1833-03-01,24.923,2.313,Bombay,India,18.48N,72.68E
30463,1833-04-01,26.968000000000004,1.703,Bombay,India,18.48N,72.68E
30464,1833-05-01,28.256,1.79,Bombay,India,18.48N,72.68E
30465,1833-06-01,28.314,1.652,Bombay,India,18.48N,72.68E
30466,1833-07-01,27.093000000000004,1.622,Bombay,India,18.48N,72.68E
30467,1833-08-01,25.615,1.426,Bombay,India,18.48N,72.68E
30468,1833-09-01,25.842,1.475,Bombay,India,18.48N,72.68E
30469,1833-10-01,26.43,1.435,Bombay,India,18.48N,72.68E
30470,1833-11-01,27.56,2.0780000000000003,Bombay,India,18.48N,72.68E
30471,1833-12-01,25.978,2.463,Bombay,India,18.48N,72.68E
30472,1834-01-01,22.826,1.962,Bombay,India,18.48N,72.68E
30473,1834-02-01,23.858,2.221,Bombay,India,18.48N,72.68E
30474,1834-03-01,25.788,2.262,Bombay,India,18.48N,72.68E
30475,1834-04-01,26.721,2.124,Bombay,India,18.48N,72.68E
30476,1834-05-01,29.34800000000001,1.618,Bombay,India,18.48N,72.68E
30477,1834-06-01,27.956000000000003,2.326,Bombay,India,18.48N,72.68E
30478,1834-07-01,26.528,1.421,Bombay,India,18.48N,72.68E
30479,1834-08-01,25.976,1.284,Bombay,India,18.48N,72.68E
30480,1834-09-01,26.51,2.116,Bombay,India,18.48N,72.68E
30481,1834-10-01,27.042,1.22,Bombay,India,18.48N,72.68E
30482,1834-11-01,27.531,1.936,Bombay,India,18.48N,72.68E
30483,1834-12-01,26.101,1.47,Bombay,India,18.48N,72.68E
30484,1835-01-01,24.436,2.003,Bombay,India,18.48N,72.68E
30485,1835-02-01,23.787,2.056,Bombay,India,18.48N,72.68E
30486,1835-03-01,24.676,1.67,Bombay,India,18.48N,72.68E
30487,1835-04-01,26.199,2.027,Bombay,India,18.48N,72.68E
30488,1835-05-01,27.588,1.4269999999999998,Bombay,India,18.48N,72.68E
30489,1835-06-01,27.07,1.771,Bombay,India,18.48N,72.68E
30490,1835-07-01,25.959,1.702,Bombay,India,18.48N,72.68E
30491,1835-08-01,25.152,1.475,Bombay,India,18.48N,72.68E
30492,1835-09-01,25.389,1.6840000000000002,Bombay,India,18.48N,72.68E
30493,1835-10-01,26.295,1.208,Bombay,India,18.48N,72.68E
30494,1835-11-01,25.845,1.7619999999999998,Bombay,India,18.48N,72.68E
30495,1835-12-01,24.168000000000003,1.859,Bombay,India,18.48N,72.68E
30496,1836-01-01,23.689,1.196,Bombay,India,18.48N,72.68E
30497,1836-02-01,23.442,1.592,Bombay,India,18.48N,72.68E
30498,1836-03-01,24.977,1.757,Bombay,India,18.48N,72.68E
30499,1836-04-01,26.329,1.404,Bombay,India,18.48N,72.68E
30500,1836-05-01,28.298,1.783,Bombay,India,18.48N,72.68E
30501,1836-06-01,28.032,1.4340000000000002,Bombay,India,18.48N,72.68E
30502,1836-07-01,26.535,1.361,Bombay,India,18.48N,72.68E
30503,1836-08-01,25.161,1.37,Bombay,India,18.48N,72.68E
30504,1836-09-01,26.104,1.913,Bombay,India,18.48N,72.68E
30505,1836-10-01,27.342,3.796,Bombay,India,18.48N,72.68E
30506,1836-11-01,25.967,1.817,Bombay,India,18.48N,72.68E
30507,1836-12-01,25.326,2.146,Bombay,India,18.48N,72.68E
30508,1837-01-01,24.284,1.917,Bombay,India,18.48N,72.68E
30509,1837-02-01,24.221,1.53,Bombay,India,18.48N,72.68E
30510,1837-03-01,24.693,2.198,Bombay,India,18.48N,72.68E
30511,1837-04-01,25.796,1.568,Bombay,India,18.48N,72.68E
30512,1837-05-01,27.234,1.544,Bombay,India,18.48N,72.68E
30513,1837-06-01,27.425,1.795,Bombay,India,18.48N,72.68E
30514,1837-07-01,26.54,1.173,Bombay,India,18.48N,72.68E
30515,1837-08-01,25.907,1.005,Bombay,India,18.48N,72.68E
30516,1837-09-01,26.264,1.507,Bombay,India,18.48N,72.68E
30517,1837-10-01,26.465,2.044,Bombay,India,18.48N,72.68E
30518,1837-11-01,26.334,2.167,Bombay,India,18.48N,72.68E
30519,1837-12-01,25.308000000000003,3.102,Bombay,India,18.48N,72.68E
30520,1838-01-01,22.126,2.344,Bombay,India,18.48N,72.68E
30521,1838-02-01,22.963,1.324,Bombay,India,18.48N,72.68E
30522,1838-03-01,24.572,1.626,Bombay,India,18.48N,72.68E
30523,1838-04-01,26.75,1.277,Bombay,India,18.48N,72.68E
30524,1838-05-01,27.801,1.013,Bombay,India,18.48N,72.68E
30525,1838-06-01,27.888,1.414,Bombay,India,18.48N,72.68E
30526,1838-07-01,27.513,2.755,Bombay,India,18.48N,72.68E
30527,1838-08-01,26.266,2.387,Bombay,India,18.48N,72.68E
30528,1838-09-01,26.531,1.41,Bombay,India,18.48N,72.68E
30529,1838-10-01,27.038,2.972,Bombay,India,18.48N,72.68E
30530,1838-11-01,26.511,2.214,Bombay,India,18.48N,72.68E
30531,1838-12-01,25.313,2.142,Bombay,India,18.48N,72.68E
30532,1839-01-01,24.44400000000001,1.653,Bombay,India,18.48N,72.68E
30533,1839-02-01,24.288,1.902,Bombay,India,18.48N,72.68E
